text,author
但是这又即刻来冷嘲我，并使我失却那冷漠的镇静,LX
她从此又开始了往事的温习和新的考验，逼我做出许多虚伪的温存的答案来，将温存示给她，虚伪的草稿便写在自己的心上,LX
我的心渐被这些草稿填满了，常觉得难于呼吸,LX
我在苦恼中常常想，说真实自然须有极大的勇气的；假如没有这勇气，而苟安于虚伪，那也便是不能开辟新的生路的人,LX
不独不是这个，连这人也未尝有！,LX
子君有怨色，在早晨，极冷的早晨，这是从未见过的，但也许是从我看来的怨色,LX
我那时冷冷地气愤和暗笑了；她所磨练的思想和豁达无畏的论，到底也还是一个空虚，而对于这空虚却并未自觉,LX
她早已什么书也不看，已不知道人的生活的第一着是求生，向着这求生的道路，是必须携手同行，或奋身孤往的了，倘使只知道捶着一个人的衣角，那便是虽战士也难于战斗，只得一同灭亡,LX
我觉得新的希望就只在我们的分离；她应该决然舍去，——我也突然想到她的死，然而立刻自责，忏悔了,LX
幸而是早晨，时间正多，我可以说我的真实,LX
我们的新的道路的开辟，便在这一遭,LX
我和她闲谈，故意地引起我们的往事，提到文艺，于是涉及外国的文人，文人的作品：《诺拉》，《海的女人》1,LX
称扬诺拉的果决……,LX
也还是去年在会馆的破屋里讲过的那些话，但现在已经变成空虚，从我的嘴传入自己的耳中，时时疑心有一个隐形的坏孩子，在背后恶意地刻毒地学舌,LX
她还是点头答应着倾听，后来沉默了,LX
我也就断续地说完了我的话，连余音都消失在虚空中了,LX
”她又沉默了一会，说，“但是，……涓生，我觉得你近来很两样了,LX
可是的？你，——你老实告诉我,LX
我觉得这似乎给了我当头一击，但也立即定了神，说出我的意见和主张来：新的路的开辟，新的生活的再造，为的是免得一同灭亡,LX
临末，我用了十分的决心，加上这几句话：,LX
“……况且你已经可以无须顾虑，勇往直前了,LX
你要我老实说；是的，人是不该虚伪的,LX
我老实说罢：因为，因为我已经不爱你了！但这于你倒好得多，因为你更可以毫无挂念地做事……,LX
我同时豫期着大的变故的到来，然而只有沉默,LX
她脸色陡然变成灰黄，死了似的；瞬间便又苏生，眼里也了稚气的闪闪的光泽,LX
这眼光射向四处，正如孩子在饥渴中寻求着慈爱的母亲，但只在空中寻求，恐怖地回避着我的眼,LX
我不能看下去了，幸而是早晨，我冒着寒风径奔通俗图书馆,LX
在那里看见《自由之友》，我的小品文都登出了,LX
这使我一惊，仿佛得了一点生气,LX
我想，生活的路还很多，——但是，现在这样也还是不行的,LX
我开始去访问久已不相闻问的熟人，但这也不过一两次；他们的屋子自然是暖和的，我在骨髓中却觉得寒冽,LX
夜间，便蜷伏在比冰还冷的冷屋中,LX
冰的针刺着我的灵魂，使我永远苦于麻木的疼痛,LX
生活的路还很多，我也还没有忘却翅子的扇动，我想,LX
——我突然想到她的死，然而立刻自责，忏悔了,LX
在通俗图书馆里往往瞥见一闪的光明，新的生路横在前面,LX
她勇猛地觉悟了，毅然走出这冰冷的家，而且，——毫无怨恨的神色,LX
我便轻如行云，漂浮空际，上有蔚蓝的天，下是深山大海，广厦高楼，战场，摩托车，洋场，公馆，晴明的闹市，黑暗的夜……,LX
而且，真的，我豫感得这新生面便要来到了,LX
我们总算度过了极难忍受的冬天，这北京的冬天；就如蜻蜓落在恶作剧的坏孩子的手里一般，被系着细线，尽玩弄，虐待，虽然幸而没有送掉性命，结果也还是躺在地上，只争着一个迟早之间,LX
写给《自由之友》的总编辑已经有三封信，这才得到回信，信封里只有两张书券1：两角的和三角的,LX
我却单是催，就用了九分的邮票，一天的饥饿，又都白挨给于己一无所得的空虚了,LX
然而觉得要来的事，却终于来到了,LX
这是冬春之交的事，风已没有这么冷，我也更久地在外面徘徊；待到回家，大概已经昏黑,LX
就在这样一个昏黑的晚上，我照常没精打采地回来，一看见寓所的门，也照常更加丧气，使脚步放得更缓,LX
但终于走进自己的屋子里了，没有灯火；摸火柴点起来时，是异样的寂寞和空虚！,LX
正在错愕中，官太太便到窗外来叫我出去,LX
“今天子君的父亲来到这里，将她接回去了,LX
这似乎又不是意料中的事，我便如脑后受了一击，无地站着,LX
“她去了么？”过了些时，我只问出这样一句话,LX
“她，——她可说什么？”,LX
单是托我见你回来时告诉你，说她去了,LX
我不信；但是屋子里是异样的寂寞和空虚,LX
我遍看各处，寻觅子君；只见几件破旧而黯淡的家具，都显得极其清疏，在证明着它们毫无隐匿一人一物的能力,LX
我转念寻信或她留下的字迹，也没有；只是盐和干辣椒，面粉，半株白菜，却聚集在一处了，旁边还有几十枚铜元,LX
这是我们两人生活材料的全副，现在她就郑重地将这留给我一个人，在不中，教我借此去维持较久的生活,LX
我似乎被周围所排挤，奔到院子中间，有昏黑在我的周围；正屋的纸窗上映出明亮的灯光，他们正在逗着孩子玩笑,LX
我的心也沉静下来，觉得在沉重的迫压中，渐渐隐约地现出脱走的路径：深山大泽，洋场，电灯下的盛筵；壕沟，最黑最黑的深夜，利刃的一击，毫无声响的脚步……,LX
心地有些轻松，舒展了，想到旅费，并且嘘一口气,LX
躺着，在合着的眼前经过的豫想的前途，不到半夜已经现尽；暗中忽然仿佛看见一堆食物，这之后，便浮出一个子君的灰黄的脸来，睁了孩子气的眼睛，恳托似的看着我,LX
我一定神，什么也没有了,LX
但我的心却又觉得沉重,LX
我为什么偏不忍耐几天，要这样急急地告诉她真话的呢？现在她知道，她以后所有的只是她父亲——儿女的债主——的烈日一般的严威和旁人的赛过冰霜的冷眼,LX
负着虚空的重担，在严威和冷眼中走着所谓人生的路，这是怎么可怕的事呵！而况这路的尽头，又不过是——连墓碑也没有的坟墓,LX
我不应该将真实说给子君，我们相爱过，我应该永久奉献她我的说谎,LX
如果真实可以宝贵，这在子君就不该是一个沉重的空虚,LX
谎语当然也是一个空虚，然而临末，至多也不过这样地沉重,LX
我以为将真实说给子君，她便可以毫无顾虑，坚决地毅然前行，一如我们将要同居时那样,LX
但这恐怕是我错误了,LX
她当时的勇敢和无畏是因为爱,LX
我没有负着虚伪的重担的勇气，却将真实的重担卸给她了,LX
她爱我之后，就要负了这重担，在严威和冷眼中走着所谓人生的路,LX
我看见我是一个卑怯者，应该被摈于强有力的人们，无论是真实者，虚伪者,LX
然而她却自始至终，还希望我维持较久的生活……,LX
我要离开吉兆胡同，在这里是异样的空虚和寂寞,LX
我想，只要离开这里，子君便如还在我的身边；至少，也如还在城中，有一天，将要出乎意表地访我，像住在会馆时候似的,LX
然而一切请托和书信，都是一无反响；我不得已，只好访问一个久不问候的世交去了,LX
***他是我伯父的幼年的同窗，以正经出名的拔贡1，寓京很久，交游也广阔的,LX
大概因为衣服的破旧罢，一登门便很遭门房的白眼,LX
好容易才相见，也还相识，但是很冷落,LX
我们的往事，他全都知道了,LX
“自然，你也不能在这里了，”他听了我托他在别处觅事之后，冷冷地说，“但那里去呢？很难,LX
——你那，什么呢，你的朋友罢，子君，你可知道，她死了,LX
“真的？”我终于不自觉地问,LX
我家的王升的家，就和她家同村,LX
“但是，——不知道是怎么死的？”,LX
我已经忘却了怎样辞别他，回到自己的寓所,LX
我知道他是不说谎话的；子君总不会再来的了，像去年那样,LX
她虽是想在严威和冷眼中负着虚空的重担来走所谓人生的路，也已经不能,LX
她的命运，已经决定她在我所给与的真实——无爱的人间死灭了！,LX
自然，我不能在这里了；但是，“那里去呢？”,LX
四围是广大的空虚，还有死的寂静,LX
死于无爱的人们的眼前的黑暗，我仿佛一一看见，还听得一切苦闷和绝望的挣扎的声音,LX
我还期待着新的东西到来，无名的，意外的,LX
但一天一天，无非是死的寂静,LX
我比先前已经不大出门，只坐卧在广大的空虚里，一任这死的寂静侵蚀着我的灵魂,LX
死的寂静有时也自己战栗，自己退藏，于是在这绝续之交，便闪出无名的，意外的，新的期待,LX
一天是阴沉的上午，太阳还不能从云里面挣扎出来；连空气都疲乏着,LX
耳中听到细碎的步声和咻咻的鼻息，使我睁开眼,LX
大致一看，屋子里还是空虚；但偶然看到地面，却盘旋着一匹小小的动物，瘦弱的，半死的，满身灰土的……,LX
我一细看，我的心就一停，接着便直跳起来,LX
我的离开吉兆胡同，也不单是为了房主人们和他家女工的冷眼，大半就为着这阿随,LX
但是，“那里去呢？”新的生路自然还很多，我约略知道，也间或依稀看见，觉得就在我面前，然而我还没有知道跨进那里去的第一步的方法,LX
经过许多回的思量和比较，也还只有会馆是还能相容的地方,LX
依然是这样的破屋，这样的板床，这样的半枯的槐树和紫藤，但那时使我希望，欢欣，爱，生活的，却全都逝去了，只有一个虚空，我用真实去换来的虚空存在,LX
新的生路还很多，我必须跨进去，因为我还活着,LX
但我还不知道怎样跨出那第一步,LX
有时，仿佛看见那生路就像一条灰白的长蛇，自己蜿蜒地向我奔来，我等着，等着，看看临近，但忽然便消失在黑暗里了,LX
初春的夜，还是那么长,LX
长久的枯坐中记起上午在街头所见的葬式，前面是纸人纸马，后面是唱歌一般的哭声,LX
我现在已经知道他们的聪明了，这是多么轻松简截的事,LX
然而子君的葬式却又在我的眼前，是独自负着虚空的重担，在灰白的长路上前行，而又即刻消失在周围的严威和冷眼里了,LX
我愿意真有所谓鬼魂，真有所谓地狱，那么，即使在孽风怒吼之中，我也将寻觅子君，当面说出我的悔恨和悲哀，祈求她的饶恕；否则，地狱的毒焰将围绕我，猛烈地烧尽我的悔恨和悲哀,LX
我将在孽风和毒焰中拥抱子君，乞她宽容，或者使她快意……,LX
但是，这却更虚空于新的生路；现在所有的只是初春的夜，竟还是那么长,LX
我活着，我总得向着新的生路跨出去，那第一步，——却不过是写下我的悔恨和悲哀，为子君，为自己,LX
我仍然只有唱歌一般的哭声，给子君送葬，葬在遗忘中,LX
我要遗忘；我为自己，并且要不再想到这用了遗忘给子君送葬,LX
我要向着新的生路跨进第一步去，我要将真实深深地藏在心的创伤中，默默地前行，用遗忘和说谎做我的前导……,LX
一九二五年十月二十一日毕,LX
公益局一向无公可办，几个办事员在办公室里照例的谈家务,LX
秦益堂捧着水烟筒咳得喘不过气来，大家也只得住口,LX
久之，他抬起紫涨着的脸来了，还是气喘吁吁的，说：,LX
“到昨天，他们又打起架来了，从堂屋一直打到门口,LX
”他生着几根花白胡子的嘴唇还抖着,LX
“老三说，老五折在公债票上的钱是不能开公账的，应该自己赔出来……,LX
“你看，还是为钱，”张沛君就慷慨地从破的躺椅上站起来，两眼在深眼眶里慈爱地闪烁,LX
“我真不解自家的弟兄何必这样斤斤计较，岂不是横竖都一样？……”,LX
“像你们的弟兄，那里有呢,LX
“我们就是不计较，彼此都一样,LX
我们就将钱财两字不放在心上,LX
这么一来，什么事也没有了,LX
有谁家闹着要分的，我总是将我们的形告诉他，劝他们不要计较,LX
益翁也只要对令郎开导开导……,LX
”汪月生说，于是恭敬地看着沛君的眼，“像你们的弟兄，实在是少有的；我没有遇见过,LX
你们简直是谁也没有一点自私自利的心思，这就不容易……,LX
“他们一直从堂屋打到大门口……,LX
“令弟仍然是忙？……”月生问,LX
“还是一礼拜十八点钟功课，外加九十三本作文，简直忙不过来,LX
这几天可是请假了，身热，大概是受了一点寒……,LX
“我看这倒该小心些，”月生郑重地说,LX
“今天的报上就说，现在时症流行……,LX
“什么时症呢？”沛君吃惊了，赶忙地问,LX
沛君迈开步就奔向阅报室去,LX
“真是少有的，”月生目送他飞奔出去之后，向着秦益堂赞叹着,LX
“他们两个人就像一个人,LX
要是所有的弟兄都这样，家里那里还会闹乱子,LX
“说是折在公债票上的钱不能开公账……,LX
”益堂将纸煤子插在纸煤管子里，恨恨地说,LX
办公室中暂时的寂静，不久就被沛君的步声和叫听差的声音震破了,LX
他仿佛已经有什么大难临头似的，说话有些口吃了，声音也着抖,LX
他叫听差打电话给普悌思普大夫，请他即刻到同兴公寓张沛君那里去看病,LX
月生便知道他很着急，因为向来知道他虽然相信西医，而进款不多，平时也节省，现在却请的是这里第一个有名而价贵的医生,LX
于是迎了出去，只见他脸色青青的站在外面听听差打电话,LX
“报上说……说流行的是猩……猩红热,LX
我我午后来局的时，靖甫就是满脸通红……,LX
已经出门了么？请……请他们打电话找，请他即刻来，同兴公寓，同兴公寓……,LX
他听听差打完电话，便奔进办公室，取了帽子,LX
汪月生也代为着急，跟了进去,LX
“局长来时，请给我请假，说家里有病人，看医生……,LX
”他胡乱点着头，说,LX
但是他似乎没有听到，已经奔出去了,LX
他到路上，已不再较量车价如平时一般，一看见一个稍微壮大，似乎能走的车夫，问过价钱，便一脚跨上车去，道，“好,LX
公寓却如平时一般，很平安，寂静；一个小伙计仍旧坐在门外拉胡琴,LX
他走进他兄弟的卧室，觉得心跳得更利害，因为他脸上似乎见得更通红了，而且喘,LX
他伸手去一摸他的头，又热得炙手,LX
“不知道是什么病？不要紧罢？”靖甫问，眼里出忧疑的光，显系他自己也觉得不寻常了,LX
“不要紧的，……伤风罢了,LX
他平时是专爱破除迷信的，但此时却觉得靖甫的样子和说话都有些不祥，仿佛病人自己就有了什么豫感,LX
这思想更使他不安，立即走出，轻轻地叫了伙计，使他打电话去问医院：可曾找到了普大夫？,LX
”伙计在电话口边说,LX
沛君不但坐不稳，这时连立也不稳了；但他在焦急中，却忽而碰着了一条生路：也许并不是猩红热,LX
然而普大夫没有找到，……同寓的白问山虽然是中医，或者于病名倒还能断定的，但是他曾经对他说过好几回攻击中医的话：况且追请普大夫的电话，他也许已经听到了……,LX
然而他终于去请白问山,LX
白问山却毫不介意，立刻戴起玳瑁边墨晶眼镜，同到靖甫的房里来,LX
他诊过脉，在脸上端详一回，又翻开衣服看了胸部，便从从容容地告辞,LX
沛君跟在后面，一直到他的房里,LX
他请沛君坐下，却是不开口,LX
“问山兄，舍弟究竟是……？”他忍不住问了,LX
你看他已经‘见点’了,LX
“那么，不是猩红热？”沛君有些高兴起来,LX
“他们西医叫猩红热，我们中医叫红斑痧,LX
这立刻使他手脚觉得冷,LX
“可以医么？”他愁苦地问,LX
不过这也要看你们府上的家运,LX
他已经胡涂得连自己也不知道怎样竟请白问山开了药方，从他房里走出；但当经过电话机旁的时候，却又记起普大夫来了,LX
他仍然去问医院，答说已经找到了，可是很忙，怕去得晚，须待明天早晨也说不定的,LX
然而他还叮嘱他要今天一定到,LX
他走进房去点起灯来看，靖甫的脸更觉得通红了，的确还现出更红的点子，眼睑也浮肿起来,LX
他坐着，却似乎所坐的是针毡；在夜的渐就寂静中，在他的翘望中，每一辆汽车的汽笛的呼啸声更使他听得分明，有时竟无端疑为普大夫的汽车，跳起来去迎接,LX
但是他还未走到门口，那汽车却早经驶过去了；惘然地回身，经过院落时，见皓月已经西升，邻家的一株古槐，便投影地上，森森然更来加浓了他阴郁的心地,LX
这是他平日常常听到的；那古槐上就有三四个乌鸦窠,LX
但他现在却吓得几乎站住了，心惊肉跳地轻轻地走进靖甫的房里时，见他闭了眼躺着，满脸仿佛都见得浮肿；但没有睡，大概是听到脚步声了，忽然张开眼来，那两道眼光在灯光中异样地凄怆地闪,LX
”他吃惊，有些失措，吃吃地说，“是我,LX
我想还是去请一个西医来，好得快一点,LX
靖甫不答话，合了眼,LX
他坐在窗前的书桌旁边，一切都静寂，只听得病人的急促的呼吸声，和闹钟的札札地作响,LX
忽而远远地有汽车的汽笛响了，使他的心立刻紧张起来，听它渐近，渐近，大概正到门口，要停下了罢，可是立刻听出，驶过去了,LX
这样的许多回，他知道了汽笛声的各样：有如吹哨子的，有如击鼓的，有如放屁的，有如狗叫的，有如鸭叫的，有如牛吼的，有如母鸡惊啼的，有如呜咽的……,LX
他忽而怨愤自己：为什么早不留心，知道，那普大夫的汽笛是怎样的声音的呢？,LX
对面的寓客还没有回来，照例是看戏，或是打茶围1去了,LX
但夜却已经很深了，连汽车也逐渐地减少,LX
强烈的银白色的月光，照得纸窗白,LX
他在等待的厌倦里，身心的紧张慢慢地弛缓下来了，至于不再去留心那些汽笛,LX
但凌乱的思绪，却又乘机而起；他仿佛知道靖甫生的一定是猩红热，而且是不可救的,LX
那么，家计怎么支持呢，靠自己一个？虽然住在小城里，可是百物也昂贵起来了……,LX
自己的三个孩子，他的两个，养活尚且难，还能进学校去读书么？只给一两个读书呢，那自然是自己的康儿最聪明，——然而大家一定要批评，说是薄待了兄弟的孩子……,LX
后事怎么办呢，连买棺木的款子也不够，怎么能够运回家，只好暂时寄顿在义庄里……,LX
忽然远远地有一阵脚步声进来，立刻使他跳起来了，走出房去，却知道是对面的寓客,LX
“先帝爷，在白帝城……,LX
他一听到这低微高兴的吟声，便失望，愤怒，几乎要奔上去叱骂他,LX
但他接着又看见伙计提着风雨灯，灯光中照出后面跟着的皮鞋，上面的微明里是一个高大的人，白脸孔，黑的络腮胡子,LX
他像是得了宝贝一般，飞跑上去，将他领入病人的房中,LX
两人都站在床面前，他擎了洋灯，照着,LX
“什么时候，起的？”普悌思两手插在裤侧的袋子里，凝视着病人的脸，慢慢地问,LX
不，大……大大前天,LX
普大夫不作声，略略按一按脉，又叫沛君擎高了洋灯，照着他在病人的脸上端详一回；又叫揭去被卧，解开衣服来给他看,LX
看过之后，就伸出手指在肚子上去一摩,LX
“measles……”普悌思低声自自语似的说,LX
“疹子么？”他惊喜得声音也似乎抖了,LX
“就是疹子？……”,LX
“你原来没有出过疹子？……”,LX
他高兴地刚在问靖甫时，普大夫已经走向书桌那边去了，于是也只得跟过去,LX
只见他将一只脚踏在椅子上，拉过桌上的一张信笺，从衣袋里掏出一段很短的铅笔，就桌上飕飕地写了几个难以看清的字，这就是药方,LX
“怕药房已经关了罢？”沛君接了方，问,LX
“明天再看？……”,LX
酸的，辣的，太咸的，不要吃,LX
热退了之后，拿小便，送到我的，医院里来，查一查，就是了,LX
装在，干净的，玻璃瓶里；外面，写上名字,LX
普大夫且说且走，一面接了一张五元的钞票塞入衣袋里，一径出去了,LX
他送出去，看他上了车，开动了，然后转身，刚进店门，只听得背后g？觟g？觟的两声，他才知道普悌思的汽车的叫声原来是牛吼似的,LX
但现在是知道也没有什么用了，他想,LX
房子里连灯光也显得愉悦；沛君仿佛万事都已做讫，周围都很平安，心里倒是空空洞洞的模样,LX
他将钱和药方交给跟着进来的伙计，叫他明天一早到美亚药房去买药，因为这药房是普大夫指定的，说惟独这一家的药品最可靠,LX
“东城的美亚药房！一定得到那里去,LX
记住：美亚药房！”他跟在出去的伙计后面，说,LX
院子里满是月色，白得如银；“在白帝城”的邻人已经睡觉了，一切都很幽静,LX
只有桌上的闹钟愉快而平匀地札札地作响；虽然听到病人的呼吸，却是很调和,LX
他坐下不多久，忽又高兴起来,LX
“你原来这么大了，竟还没有出过疹子？”他遇到了什么奇迹似的，惊奇地问,LX
“你自己是不会记得的,LX
沛君在床上醒来时，朝阳已从纸窗上射入，刺着他朦胧的眼睛,LX
但他却不能即刻动弹，只觉得四肢无力，而且背上冷冰冰的还有许多汗，而且看见床前站着一个满脸流血的孩子，自己正要去打她,LX
但这景象一刹那间便消失了，他还是独自睡在自己的房里，没有一个别的人,LX
他解下枕衣来拭去胸前和背上的冷汗，穿好衣服，走向靖甫的房里去时，只见“在白帝城”的邻人正在院子里漱口，可见时候已经很不早了,LX
靖甫也醒着了，眼睁睁地躺在床上,LX
“今天怎样？”他立刻问,LX
“药还没有来么？”,LX
他便在书桌旁坐下，正对着眠床；看靖甫的脸，已没有昨天那样通红了,LX
但自己的头却还觉得昏昏的，梦的断片，也同时闪闪烁烁地浮出：,LX
——靖甫也正是这样地躺着，但却是一个死尸,LX
他忙着收殓，独自背了一口棺材，从大门外一径背到堂屋里去,LX
地方仿佛是在家里，看见许多熟识的人们在旁边交口赞颂……,LX
——他命令康儿和两个弟妹进学校去了；却还有两个孩子哭嚷着要跟去,LX
他已经被哭嚷的声音缠得烦，但同时也觉得自己有了最高的威权和极大的力,LX
他看见自己的手掌比平常大了三四倍，铁铸似的，向荷生的脸上一掌批过去……,LX
他因为这些梦迹的袭击，怕得想站起来，走出房外去，但终于没有动,LX
也想将这些梦迹压下，忘却，但这些却像搅在水里的鹅毛一般，转了几个围，终于非浮上来不可：,LX
——荷生满脸是血，哭着进来了,LX
他跳在神堂1上……,LX
那孩子后面还跟着一群相识和不相识的人,LX
他知道他们是都来攻击他的……,LX
——“我决不至于昧了良心,LX
你们不要受孩子的诳话的骗……,LX
”他听得自己这样说,LX
——荷生就在他身边，他又举起了手掌……,LX
他忽而清醒了，觉得很疲劳，背上似乎还有些冷,LX
靖甫静静地躺在对面，呼吸虽然急促，却是很调匀,LX
桌上的闹钟似乎更用了大声札札地作响,LX
他旋转身子去，对了书桌，只见蒙着一层尘，再转脸去看纸窗，挂着的日历上，写着两个漆黑的隶书：廿七,LX
伙计送药进来了，还拿着一包书,LX
“什么？”靖甫睁开了眼睛，问,LX
”他也从惝恍中觉醒，回答说,LX
”他给靖甫服了药，这才拿起那包书来看，道，“索士寄来的,LX
一定是你向他去借的那一本：《sesameandlilies》1,LX
靖甫伸手要过书去，但只将书面一看，书脊上的金字一摩，便放在枕边，默默地合上眼睛了,LX
过了一会，高兴地低声说：,LX
“等我好起来，译一点寄到文化书馆去卖几个钱，不知道他们可要……,LX
这一天，沛君到公益局比平日迟得多，将要下午了；办公室里已经充满了秦益堂的水烟的烟雾,LX
汪月生远远地望见，便迎出来,LX
令弟全愈了罢？我想，这是不要紧的；时症年年有，没有什么要紧,LX
我和益翁正惦记着呢；都说：怎么还不见来？现在来了，好了！但是，你看，你脸上的气色，多少……,LX
是的，和昨天多少两样,LX
沛君也仿佛觉得这办公室和同事都和昨天有些两样，生疏了,LX
虽然一切也还是他曾经看惯的东西：断了的衣钩，缺口的唾壶，杂乱而尘封的案卷，折足的破躺椅，坐在躺椅上捧着水烟筒咳嗽而且摇头叹气的秦益堂……,LX
“他们也还是一直从堂屋打到大门口……,LX
“所以呀，”月生一面回答他，“我说你该将沛兄的事讲给他们，教他们学学他,LX
要不然，真要把你老头儿气死了……,LX
“老三说，老五折在公债票上的钱是不能算公用的，应该……应该……,LX
”益堂咳得弯下腰去了,LX
“真是‘人心不同’……,LX
”月生说着，便转脸向了沛君，,LX
“那么，令弟没有什么？”,LX
“疹子？是呵，现在外面孩子们正闹着疹子,LX
我的同院住着的三个孩子也都出了疹子了,LX
但你看，你昨天竟急得那么样，叫旁人看了也不能不感动，这真所谓‘兄弟怡怡’,LX
“昨天局长到局了没有？”,LX
“还是‘杳如黄鹤’,LX
你去簿子上补画上一个‘到’就是了,LX
“这公债票也真害人，我是一点也莫名其妙,LX
到昨天，到晚上，也还是从堂屋一直打到大门口,LX
老三多两个孩子上学，老五也说他多用了公众的钱，气不过……,LX
“这真是愈加闹不清了！”月生失望似的说,LX
“所以看见你们弟兄，沛君，我真是‘五体投地’,LX
是的，我敢说，这决不是当面恭维的话,LX
沛君不开口，望见听差的送进一件公文来，便迎上去接在手里,LX
月生也跟过去，就在他手里看着，念道：,LX
“‘公民郝上善等呈：东郊倒毙无名男尸一具请饬分局速行拨棺抬埋以资卫生而重公益由’,LX
你还是早点回去罢，你一定惦记着令弟的病,LX
你们真是‘鶺鸰在原’2……,LX
“不！”他不放手，“我来办,LX
月生也就不再去抢着办了,LX
沛君便十分安心似的沉静地走到自己的桌前，看着呈文，一面伸手去揭开了绿锈斑斓的墨盒盖,LX
一九二五年十一月三日,LX
阿阿，木叔！新年恭喜，财财！”,LX
“你好，八三！恭喜恭喜！……”,LX
“唉唉，恭喜！爱姑也在这里……”,LX
“阿阿，木公公！……”,LX
庄木三和他的女儿——爱姑——刚从木莲桥头跨下航船去，船里面就有许多声音一齐嗡的叫了起来，其中还有几个人捏着拳头打拱；同时，船旁的坐板也空出四人的坐位来了,LX
庄木三一面招呼，一面就坐，将长烟管倚在船边；爱姑便坐在他左边，将两只钩刀样的脚正对着八三摆成一个“八”字,LX
“木公公上城去？”一个蟹壳脸的问,LX
“不上城，”木公公有些颓唐似的，但因为紫糖色脸上原有许多皱纹，所以倒也看不出什么大变化，“就是到庞庄去走一遭,LX
合船都沉默了，只是看他们,LX
“也还是为了爱姑的事么？”好一会，八三质问了,LX
……这真是烦死我了，已经闹了整三年，打过多少回架，说过多少回和，总是不落局……,LX
“这回还是到慰老爷家里去？……”,LX
他给他们说和也不止一两回了，我都不依,LX
这回是他家新年会亲，连城里的七大人也在……,LX
“七大人？”八三的眼睛睁大了,LX
“他老人家也出来说话了么？……那是……,LX
其实呢，去年我们将他们的灶都拆掉了1，总算已经出了一口恶气,LX
况且爱姑回到那边去，其实呢，也没有什么味儿……,LX
”他于是顺下眼睛去,LX
“我倒并不贪图回到那边去，八三哥！”爱姑愤愤地昂起头，说，“我是赌气,LX
你想，‘小畜生’姘上了小寡妇，就不要我，事有这么容易的？‘老畜生’只知道帮儿子，也不要我，好容易呀！七大人怎样？难道和知县大老爷换帖1，就不说人话了么？他不能像慰老爷似的不通，只说是‘走散好走散好’,LX
我倒要对他说说我这几年的艰难，且看七大人说谁不错！”,LX
八三被说服了，再开不得口,LX
只有潺潺的船头激水声；船里很静寂,LX
庄木三伸手去摸烟管，装上烟,LX
斜对面，挨八三坐着的一个胖子便从肚兜里掏出一柄打火刀，打着火线，给他按在烟斗上,LX
“我们虽然是初会，木叔的名字却是早已知道的,LX
“是的，这里沿海三六十八村，谁不知道？施家的儿子姘上了寡妇，我们也早知道,LX
去年木叔带了六位儿子去拆平了他家的灶，谁不说应该？……你老人家是高门大户都走得进的，脚步开阔，怕他们甚的！……”,LX
“你这位阿叔真通气，”爱姑高兴地说，“我虽然不认识你这位阿叔是谁,LX
“要撇掉我，是不行的,LX
七大人也好，八大人也好,LX
我总要闹得他们家败人亡！慰老爷不是劝过我四回么？连爹也看得赔贴的钱有点头昏眼热了……,LX
“你这妈的！”木三低声说,LX
“可是我听说去年年底施家送给慰老爷一桌酒席哩，八公公,LX
”汪得贵说，“酒席能塞得人昏么？酒席如果能塞得人昏，送大菜3又怎样？他们知书识理的人是专替人家讲公道话的，譬如，一个人受众人欺侮，他们就出来讲公道话，倒不在乎有没有酒喝,LX
去年年底我们敝村的荣大爷从北京回来，他见过大场面的，不像我们乡下人一样,LX
他就说，那边的第一个人物要算光太太，又硬……,LX
“汪家汇头的客人上岸哩！”船家大声叫着，船已经要停下来,LX
“有我有我！”胖子立刻一把取了烟管，从中舱一跳，随着前进的船走在岸上了,LX
“对对！”他还向船里面的人点头，说,LX
船便在新的静寂中继续前进；水声又很听得出了，潺潺的,LX
八三开始打磕睡了，渐渐地向对面的钩刀式的脚张开了嘴,LX
前舱中的两个老女人也低声哼起佛号来，她们撷着念珠，又都看爱姑，而且互视，努嘴，点头,LX
爱姑瞪着眼看定篷顶，大半正在悬想将来怎样闹得他们家败人亡；“老畜生”，“小畜生”，全都走投无路,LX
***慰老爷她是不放在眼里的，见过两回，不过一个团头团脑的矮子：这种人本村里就很多，无非脸色比他紫黑些,LX
庄木三的烟早已吸到底，火逼得斗底里的烟油吱吱地叫了，还吸着,LX
他知道一过汪家汇头，就到庞庄；而且那村口的魁星阁1也确乎已经望得见,LX
庞庄，他到过许多回，不足道的，以及慰老爷,LX
他还记得女儿的哭回来，他的亲家和女婿的可恶，后来给他们怎样地吃亏,LX
想到这里，过去的景便在眼前展开，一到惩治他亲家这一局，他向来是要冷冷地微笑的，但这回却不，不知怎的忽而横梗着一个胖胖的七大人，将他脑里的局面挤得摆不整齐了,LX
船在继续的寂静中继续前进；独有念佛声却宏大起来；此外一切，都似乎陪着木叔和爱姑一同浸在沉思里,LX
“木叔，你老上岸罢，庞庄到了,LX
木三他们被船家的声音警觉时，面前已是魁星阁了,LX
他跳上岸，爱姑跟着，经过魁星阁下，向着慰老爷家走,LX
朝南走过三十家门面，再转一个弯，就到了，早望见门口一列地泊着四只乌篷船,LX
他们跨进黑油大门时，便被邀进门房去；大门后已经坐满着两桌船夫和长年,LX
爱姑不敢看他们，只是溜了一眼，倒也并不见有“老畜生”和“小畜生”的踪迹,LX
当工人搬出年糕汤来时，爱姑不由得越加局促不安起来了，连自己也不明白为什么,LX
